Adresse,Date Debut,Description,Heure Debut,Titre,Titre + Description
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/01/2022,Lier le codage et le numérique à une démarche artistique,1899-12-30 14:30:00,Mini Lab: Blender,Mini Lab: Blender --- Lier le codage et le numérique à une démarche artistique
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/02/2019,Atelier de création musicale pour les 6-12 ans par le groupe Le Club des chats. Gratuit sur réservation,1899-12-30 10:00:00,Atelier musical : Rock et animaux,Atelier musical : Rock et animaux --- Atelier de création musicale pour les 6-12 ans par le groupe Le Club des chats. Gratuit sur réservation
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/02/2022,Lecture pour les enfants de 0 à 3 ans,1899-12-30 09:30:00,Marmottines,Marmottines --- Lecture pour les enfants de 0 à 3 ans
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/03/2017,"Tous les 2èmes jeudis du mois, un afterwork vous est proposé pour vous détendre après votre journée de travail et discuter entre collègues, voisins ou amis.",1899-12-30 19:30:00,"Rendez-vous ""Après le bureau""","Rendez-vous ""Après le bureau"" --- Tous les 2èmes jeudis du mois, un afterwork vous est proposé pour vous détendre après votre journée de travail et discuter entre collègues, voisins ou amis."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/03/2019,Conférence sur l'univers de Dragon Ball,1899-12-30 17:30:00,Conférence: Dragon Ball à travers le regard de sa traductrice.,Conférence: Dragon Ball à travers le regard de sa traductrice. --- Conférence sur l'univers de Dragon Ball
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/03/2019,Tournoi radiophonique de connaissances sur Dragon Ball,1899-12-30 20:00:00,Akiba'Battle spécial Dragon Ball,Akiba'Battle spécial Dragon Ball --- Tournoi radiophonique de connaissances sur Dragon Ball
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/03/2024,Atelier de modélisation et impression 3D,1899-12-30 14:30:00,Minilab : Création 3D 8-11 ans,Minilab : Création 3D 8-11 ans --- Atelier de modélisation et impression 3D
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,"Atelier avec Hachin auteur de ""Skilled Fast""",1899-12-30 17:00:00,Atelier d'écriture (scénario et mise en scène),"Atelier d'écriture (scénario et mise en scène) --- Atelier avec Hachin auteur de ""Skilled Fast"""
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,"Atelier de dessin avec Rossela Sergi auteur de ""Deep Scar""",1899-12-30 14:00:00,Atelier Manga - Dessin Chibi,"Atelier Manga - Dessin Chibi --- Atelier de dessin avec Rossela Sergi auteur de ""Deep Scar"""
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,"Atelier de dessin avec Yoann Le Scoul auteur de ""Bravery""",1899-12-30 15:30:00,Atelier Manga - Faire une page,"Atelier Manga - Faire une page --- Atelier de dessin avec Yoann Le Scoul auteur de ""Bravery"""
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,"Construire une histoire, préparer un storyboard",1899-12-30 17:00:00,"Masterclass avec Redjet auteur de ""Innermost"" et ""Space Duck RG""","Masterclass avec Redjet auteur de ""Innermost"" et ""Space Duck RG"" --- Construire une histoire, préparer un storyboard"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,"Création de personnage, reflets de notre société actuelle",1899-12-30 15:35:00,"Masterclass avec Caly auteur de ""Hana no breath"" et ""Nova"".","Masterclass avec Caly auteur de ""Hana no breath"" et ""Nova"". --- Création de personnage, reflets de notre société actuelle"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,Dessin en live des auteurs manga des éditions H2T,1899-12-30 12:00:00,Live-Drawing,Live-Drawing --- Dessin en live des auteurs manga des éditions H2T
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,Rencontre avec les éditions H2T pour présenter votre projet manga !,1899-12-30 11:00:00,Speed dating éditorial,Speed dating éditorial --- Rencontre avec les éditions H2T pour présenter votre projet manga !
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,Storyboard et composition de planches,1899-12-30 14:00:00,"Masterclass avec Zeilhan auteur de ""Wandering souls"".","Masterclass avec Zeilhan auteur de ""Wandering souls"". --- Storyboard et composition de planches"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/04/2022,Venez dédicacez vos ouvrages édités par H2T !,1899-12-30 11:00:00,Dédicaces des auteurs H2T,Dédicaces des auteurs H2T --- Venez dédicacez vos ouvrages édités par H2T !
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/05/2021,Une conférence ludique pour découvrir l'histoire du Cerf Volant,1899-12-30 16:00:00,"Conférence : Le cerf-volant, un vol universel","Conférence : Le cerf-volant, un vol universel --- Une conférence ludique pour découvrir l'histoire du Cerf Volant"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/06/2018,Cet atelier propose des recettes à cuisiner tout en s’amusant en famille autour de la marmite. Pour les enfants à partir de 4 ans accompagnés d’un adulte.,1899-12-30 14:00:00,Petits et grands cuistots.,Petits et grands cuistots. --- Cet atelier propose des recettes à cuisiner tout en s’amusant en famille autour de la marmite. Pour les enfants à partir de 4 ans accompagnés d’un adulte.
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/06/2023,"Portes-ouvertes de l'atelier ""Lego Mindstorm - Lego League"" pour des collégiens entre 11 et 15 ans",1899-12-30 17:00:00,"Portes-Ouvertes atelier ""Lego Mindstorm - Lego League""","Portes-Ouvertes atelier ""Lego Mindstorm - Lego League"" --- Portes-ouvertes de l'atelier ""Lego Mindstorm - Lego League"" pour des collégiens entre 11 et 15 ans"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/06/2024,Le Minilab ouvre ses portes !,1899-12-30 14:30:00,Minilab : OpenLab,Minilab : OpenLab --- Le Minilab ouvre ses portes !
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2016,"Angelica Lim, ingénieure en intelligence artificielle, répondra à la question : que reste-t-il à accomplir pour que C3P-0 et Rosie le Robot deviennent réalité ?",1899-12-30 17:00:00,"Conférence, ""Comment construire le cerveau d'un robot: depuis l'intelligence artificielle jusqu'à l'intelligence émotionnelle""","Conférence, ""Comment construire le cerveau d'un robot: depuis l'intelligence artificielle jusqu'à l'intelligence émotionnelle"" --- Angelica Lim, ingénieure en intelligence artificielle, répondra à la question : que reste-t-il à accomplir pour que C3P-0 et Rosie le Robot deviennent réalité ?"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2016,C’est l’histoire d’une joyeuse famille de montgolfières pour qui la vie se déroule au rythme de la nature au sommet d’une colline.,1899-12-30 11:00:00,"Spectacle: ""La colline aux mongolfières""","Spectacle: ""La colline aux mongolfières"" --- C’est l’histoire d’une joyeuse famille de montgolfières pour qui la vie se déroule au rythme de la nature au sommet d’une colline."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2016,Un être humain peut-il développer une relation avec un robot ? Jusqu'où les robots sont-ils capables de s'adapter ? Peuvent-ils comprendre nos émotions ?,1899-12-30 14:00:00,"Projection du documentaire ""Ma vie avec un robot""","Projection du documentaire ""Ma vie avec un robot"" --- Un être humain peut-il développer une relation avec un robot ? Jusqu'où les robots sont-ils capables de s'adapter ? Peuvent-ils comprendre nos émotions ?"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2019,"Séance de lecture pour les tout-petits jusqu'à 3 ans accompagnés d'un adulte, sur réservation",1899-12-30 09:30:00,Les Marmottines,"Les Marmottines --- Séance de lecture pour les tout-petits jusqu'à 3 ans accompagnés d'un adulte, sur réservation"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2020,Vernissage et soirée d'animations autour de la BD,1899-12-30 18:30:00,Animation : Soirée « Bulles »,Animation : Soirée « Bulles » --- Vernissage et soirée d'animations autour de la BD
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2020,"Vernissage, soirée d'animations",1899-12-30 18:30:00,Soirée « Bulles »,"Soirée « Bulles » --- Vernissage, soirée d'animations"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2021,A partir de 3 ans.,1899-12-30 11:00:00,Lire et faire lire : lectures pour enfants,Lire et faire lire : lectures pour enfants --- A partir de 3 ans.
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2021,A partir de 8 ans. Atelier scientifique,1899-12-30 14:00:00,Samedi Science : La découverte de l'ADN,Samedi Science : La découverte de l'ADN --- A partir de 8 ans. Atelier scientifique
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2021,Pour les enfants à partir de 6 ans (enfant accompagné).,1899-12-30 15:00:00,"Atelier ""Mes livres animés : Léonard de Vinci""","Atelier ""Mes livres animés : Léonard de Vinci"" --- Pour les enfants à partir de 6 ans (enfant accompagné)."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2022,"Réalisez des motifs, des imprimés pour personnaliser votre vêtement ou votre tasse grâce aux machines du Minilab.",1899-12-30 14:30:00,Création textile 11-15 ans,"Création textile 11-15 ans --- Réalisez des motifs, des imprimés pour personnaliser votre vêtement ou votre tasse grâce aux machines du Minilab."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/10/2022,"Réalisez des motifs, des imprimés pour personnaliser votre vêtement ou votre tasse grâce aux machines du Minilab.",1899-12-30 16:30:00,Création textile 15 et plus,"Création textile 15 et plus --- Réalisez des motifs, des imprimés pour personnaliser votre vêtement ou votre tasse grâce aux machines du Minilab."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/11/2023,"Des histoires sur la nature et les saisons racontées à l'aide d'un kamishibaï, petit théâtre de papier japonais. Une balade pour éveiller les sens, autour des mots, des sons et des images.",1899-12-30 10:00:00,Ma petite heure kamishibaï,"Ma petite heure kamishibaï --- Des histoires sur la nature et les saisons racontées à l'aide d'un kamishibaï, petit théâtre de papier japonais. Une balade pour éveiller les sens, autour des mots, des sons et des images."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2016,"Fin des années 1970, en Côte d'Ivoire à Yopougon, quartier populaire d'Abidjan. C'est là que vit Aya, 19 ans, jeune fille sérieuse qui préfère étudier chez elle plutôt que de sortir avec des copines.",1899-12-30 20:00:00,"Projection: ""Aya de Yopougon""","Projection: ""Aya de Yopougon"" --- Fin des années 1970, en Côte d'Ivoire à Yopougon, quartier populaire d'Abidjan. C'est là que vit Aya, 19 ans, jeune fille sérieuse qui préfère étudier chez elle plutôt que de sortir avec des copines."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2017,"Atelier ""biscuits de Fêtes""",1899-12-30 14:00:00,Petits et grands cuistots,"PETITS ET GRANDS CUISTOTS --- Atelier ""biscuits de Fêtes"""
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2018,Dans le cadre de Japonisme 2018 découvrez une sélection de documentaires de la chaîne NHK dévoilant la richesse de la culture japonaise. Sur réservation,1899-12-30 17:00:00,Projection - Tsuruko’s tea journey,Projection - Tsuruko’s tea journey --- Dans le cadre de Japonisme 2018 découvrez une sélection de documentaires de la chaîne NHK dévoilant la richesse de la culture japonaise. Sur réservation
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2018,"Séance de cuisine pour les enfants à partir de 4 ans accompagnés d'un adulte, des recettes à cuisiner tout en s’amusant en famille autour de la marmite. Sur inscription.",1899-12-30 14:00:00,Petits et grands cuistots,"Petits et grands cuistots --- Séance de cuisine pour les enfants à partir de 4 ans accompagnés d'un adulte, des recettes à cuisiner tout en s’amusant en famille autour de la marmite. Sur inscription."
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2018,"Spectacle par la compagnie Rouge-Gorge, pour les enfants à partir de 3 ans accompagnés d’un adulte, sur réservation",1899-12-30 11:00:00,Trompette le petit éléphant - spectacle pour tout-petits,"Trompette le petit éléphant - spectacle pour tout-petits --- Spectacle par la compagnie Rouge-Gorge, pour les enfants à partir de 3 ans accompagnés d’un adulte, sur réservation"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2020,"Eveiller les tout-petits à la lecture, partager un moment de complicité avec votre enfant, bienvenue aux Marmottines, courte séance d’histoires, comptines et jeux de doigts",1899-12-30 09:30:00,Lecture: Marmottines,"Lecture: Marmottines --- Eveiller les tout-petits à la lecture, partager un moment de complicité avec votre enfant, bienvenue aux Marmottines, courte séance d’histoires, comptines et jeux de doigts"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2022,L’auteure Sandrine Garbuglia et le conteur Stéphane Ferrandez livre une conférence théâtrale sur l'influence des yokai dans le rakugo ( conte japonais ),1899-12-30 19:00:00,"YŌKAI, LE BESTIAIRE MERVEILLEUX DU RAKUGO","YŌKAI, LE BESTIAIRE MERVEILLEUX DU RAKUGO --- L’auteure Sandrine Garbuglia et le conteur Stéphane Ferrandez livre une conférence théâtrale sur l'influence des yokai dans le rakugo ( conte japonais )"
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",09/12/2023,Des lectures pour les plus jeunes,1899-12-30 10:30:00,Plaisirs de Lire,Plaisirs de Lire --- Des lectures pour les plus jeunes
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",10/02/2018,Atelier de programmation,1899-12-30 16:00:00,Techno maboul,Techno maboul --- Atelier de programmation
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",10/02/2018,Expérience de réalité virtuelle,1899-12-30 14:00:00,Voyage à l'intérieur du corps humain avec The Body VR,Voyage à l'intérieur du corps humain avec The Body VR --- Expérience de réalité virtuelle
"90-98, promenade du Verger, Issy-les-Moulineaux, 92130, Ile-de-France",10/02/2018,Initiez-vous à  la technologie makey makey et réalisez un Docteur Maboul version « homme augmenté » !,1899-12-30 16:00:00,"Atelier ""Techno Maboul""","Atelier ""Techno Maboul"" --- Initiez-vous à  la technologie makey makey et réalisez un Docteur Maboul version « homme augmenté » !"
